title,start,end,weekday,raw_date,veranstaltungstitel,sprache,studiengang,anzahl_studierende,geplante_vorlesungsstunden,planungsnotiz,ressourcen,personen,date,Kurs
"Netztechnik
erstellt am 23.05.25 15:08, zuletzt geändert am 23.05.25 15:23


Di 08:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Netztechnik




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


32




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B6




Gepl. Vorlesungsstunden:


44




Planungsnotiz:






reserviert von:


Li, Nuo




Ressourcen:


TINF24B6,A266


TINF24B6
A266
 
 
08:00 -12:15
Formale Sprachen und Automaten
erstellt am 19.04.24 22:40, zuletzt geändert am 23.05.25 15:25


Mi 08:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Formale Sprachen und Automaten




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


32




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B6




Gepl. Vorlesungsstunden:


55




Planungsnotiz:






reserviert von:


Li, Nuo




Ressourcen:


TINF24B6,A266




Personen:


Schuhmacher, Alfred


Schuhmacher, Alfred
TINF24B6
A266
 
 
08:00 -12:15
Formale Sprachen und Automaten
erstellt am 19.04.24 22:40, zuletzt geändert am 23.05.25 15:25",2025-11-27 08:00:00,2025-11-27 12:15:00,Do,27.11.25,Netztechnik,,,,,,,,2025-11-27,TINF24B6
"Netztechnik
erstellt am 23.05.25 15:08, zuletzt geändert am 23.05.25 15:23


Di 08:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Netztechnik




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


32




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B6




Gepl. Vorlesungsstunden:


44




Planungsnotiz:






reserviert von:


Li, Nuo




Ressourcen:


TINF24B6,A266


TINF24B6
A266
 
 
08:00 -12:15
Formale Sprachen und Automaten
erstellt am 19.04.24 22:40, zuletzt geändert am 23.05.25 15:25


Mi 08:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Formale Sprachen und Automaten




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


32




Änderungen erlauben:


Technik/Informatik/TINF24/TINF24B6




Gepl. Vorlesungsstunden:


55




Planungsnotiz:






reserviert von:


Li, Nuo




Ressourcen:


TINF24B6,A266




Personen:


Schuhmacher, Alfred


Schuhmacher, Alfred
TINF24B6
A266
 
 
08:00 -12:15
Formale Sprachen und Automaten
erstellt am 19.04.24 22:40, zuletzt geändert am 23.05.25 15:25",2025-12-04 08:00:00,2025-12-04 12:15:00,Do,04.12.25,Netztechnik,,,,,,,,2025-12-04,TINF24B6
"Beginn Theorie 6. Semester
erstellt am 22.09.23 12:05, zuletzt geändert am 13.11.23 09:45",2025-02-17 07:00:00,2025-02-17 07:30:00,Mo,17.02.25,Beginn Theorie 6. Semester,,,,,,,,2025-02-17,TINF22B2
"Sonstiger Termin


Titel:


Beginn Theorie 6. Semester




Planungsnotiz:






Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B1,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Strand, Marcus


Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Strand, Marcus
TINF22B3
TINF22B1
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






 
 
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






 
 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






 
 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






8:00
  


 
 
 


 
 
08:00 -08:30
Semesterbegrüßung
erstellt am 05.12.24 17:50, zuletzt geändert am 05.12.24 17:52",2025-02-18 07:00:00,2025-02-18 07:30:00,Di,18.02.25,Sonstiger Termin,,,,,,,,2025-02-18,TINF22B2
"Sonstiger Termin


Titel:


Semesterbegrüßung




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


A263,TINF22B2




Personen:


Ritterbusch, Sebastian


Ritterbusch, Sebastian
A263
TINF22B2
 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






 
 
 


 
 
 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






 
 
 


 
 
08:30 -11:45
Data Warehouse
erstellt am 05.12.24 14:21, zuletzt geändert am 10.04.25 13:04",2025-02-18 08:00:00,2025-02-18 08:30:00,Di,18.02.25,Sonstiger Termin,,,,,,,,2025-02-18,TINF22B2
"Lehrveranstaltung


Titel:


Data Warehouse




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF22






Technik/Informatik/TINF22/TINF22B2




Gepl. Vorlesungsstunden:


0




Planungsnotiz:


01.04: Übungsstunde Hybrid




reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF22B2




Ressourcen:


A263
 (Di 18.03.25  08:30, Do 13:00,",2025-02-18 08:30:00,2025-02-18 11:45:00,Di,18.02.25,Data Warehouse,Deutsch,Technik/Informatik,,0,01.04: Übungsstunde Hybrid,,,2025-02-18,TINF22B2
"Bildverarbeitung (aus CG und BV)
erstellt am 29.12.20 17:17, zuletzt geändert am 11.04.25 11:06",2025-02-19 08:30:00,2025-02-19 11:45:00,Mi,19.02.25,Bildverarbeitung (aus CG und BV),,,,,,,,2025-02-19,TINF22B2
"Lehrveranstaltung


Titel:


Bildverarbeitung (aus CG und BV)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




zuletzt geändert von:


Vollmer, Jürgen




Ressourcen:


TINF22B1,TINF22B2,TINF22B4,C239,TINF22B5,TINF22B6




Personen:


Lausen, Ralph


Lausen, Ralph
TINF22B1
TINF22B2
TINF22B4
C239
TINF22B5
TINF22B6
 
08:30 -11:45
Grundlagen KI (aus KI und BV)
erstellt am 29.12.20 17:17, zuletzt geändert am 10.12.24 17:40


Mi 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Grundlagen KI (aus KI und BV)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,A263,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Blersch, Martin


Blersch, Martin
TINF22B1
A263
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Grundlagen KI (aus KI und IS)
erstellt am 29.12.20 17:17, zuletzt geändert am 04.05.25 19:28


Mi 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Grundlagen KI (aus KI und IS)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,A265
 (Mi 08:30)
,TINF22B2,TINF22B4,TINF22B5,TINF22B6,XOnline-Veranstaltung
 (Mo 05.05.25  19:30)




Personen:


Münch, David


Münch, David
TINF22B1
A265
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Robotik 2
erstellt am 29.12.20 17:17, zuletzt geändert am 19.02.25 08:01


Mi 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Robotik 2




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B2,TINF22B4,A266,TINF22B5,TINF22B6




Personen:


Dück, Anton


Dück, Anton
TINF22B1
TINF22B2
TINF22B4
A266
TINF22B5
TINF22B6
 
08:30 -11:45
e Business (eB&PJM)
erstellt am 24.07.13 02:00, zuletzt geändert am 13.02.25 13:00",2025-02-19 08:30:00,2025-02-19 11:45:00,Mi,19.02.25,Bildverarbeitung (aus CG und BV),Deutsch,,1,0,reserviert von:,"TINF22B1,TINF22B2,TINF22B4,C239,TINF22B5,TINF22B6","Lausen, Ralph",2025-02-19,TINF22B2
"Lehrveranstaltung


Titel:


e Business (eB&PJM)




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


33




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Hefke, Mark
 (Mi 19.02.25  08:30,",2025-03-05 08:30:00,2025-03-05 11:45:00,Mi,05.03.25,e Business (eB&PJM),Deutsch,Technik/Informatik,0,33,,"TINF22B1,A262,TINF22B2,TINF22B4,TINF22B5,TINF22B6",,2025-03-05,TINF22B2
"Einführung in Rust
erstellt am 06.12.23 17:30, zuletzt geändert am 19.12.24 19:46


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Einführung in Rust




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF22/TINF22B3




Gepl. Vorlesungsstunden:


33




Planungsnotiz:






reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B1,A264,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Schmitt-Lechner, Tobias


Schmitt-Lechner, Tobias
TINF22B3
TINF22B1
A264
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Forensik
erstellt am 11.12.14 14:36, zuletzt geändert am 20.02.25 22:51",2025-02-21 08:30:00,2025-02-21 11:45:00,Fr,21.02.25,Einführung in Rust,,,,,,,,2025-02-21,TINF22B2
"Lehrveranstaltung


Titel:


Forensik




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


20




Änderungen erlauben:


Technik/Informatik/TINF22/TINF22B3




Gepl. Vorlesungsstunden:


33




Planungsnotiz:






reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B1,TINF22B2,TINF22B4,F180_2
 (Fr 11.04.25  08:30)
,TINF22B5,TINF22B6,A165
 (Fr 07.03.25  08:30,",2025-02-21 08:30:00,2025-02-21 11:45:00,Fr,21.02.25,Forensik,Deutsch,Technik/Informatik,20,33,reserviert von:,,,2025-02-21,TINF22B2
"Games (W)
erstellt am 24.07.13 02:00, zuletzt geändert am 05.03.25 09:29",2025-02-21 08:30:00,2025-02-21 11:45:00,Fr,21.02.25,Games (W),,,,,,,,2025-02-21,TINF22B2
"Lehrveranstaltung


Titel:


Games (W)




Sprache:


Englisch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Änderungen erlauben:


Technik/Informatik/TINF22






Technik/Informatik/TINF22/TINF22B6




Gepl. Vorlesungsstunden:


32




Planungsnotiz:


A063 einplanen
http://www.dhbw.de/fileadmin/user/public/SP/Karlsruhe/Informatik/Informationstechnik/T2INF4900.pdf




reserviert von:


Freudenmann, Johannes




zuletzt geändert von:


Li, Nuo




Ressourcen:


TINF22B1,TINF22B3,XE-Learning/Moodle,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Berkling, Kay Margarethe


Berkling, Kay Margarethe
TINF22B1
TINF22B3
XE-Learning/Moodle
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Management von IT-Infrastrukturen
erstellt am 05.12.24 15:22, zuletzt geändert am 06.12.24 10:20


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Management von IT-Infrastrukturen




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B3,TINF22B2,TINF22B4,TINF22B5,TINF22B6,E309




Personen:


Göttler, Matthias


Göttler, Matthias
TINF22B1
TINF22B3
TINF22B2
TINF22B4
TINF22B5
TINF22B6
E309
 
 


 
 


 






 
 
 


 
 
 
 
 
 
 
 
 
 
 


 
 
 
 
 
 
 


 
 


 






9:00
  


 
 
 


 
 
 
 
 
 
 
 
 
 
09:00 -12:15
Datenbank Implementierungen
erstellt am 05.12.24 11:49, zuletzt geändert am 02.05.25 10:53


Do 09:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Datenbank Implementierungen




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF22






Technik/Informatik/TINF22/TINF22B2






Technik/Informatik




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF22B2




Ressourcen:


A263,TINF22B2




Personen:


Göttler, Matthias


Göttler, Matthias
A263
TINF22B2
 
 
 
 
 
 
09:00 -12:15
Digitale Audiosignalverarbeitung
erstellt am 10.12.23 06:43, zuletzt geändert am 06.12.24 10:18


Fr 09:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Digitale Audiosignalverarbeitung




Sprache:


Deutsch




Änderungen erlauben:


Technik/Informatik/TINF21




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B3,TINF22B2,TINF22B4,C239,TINF22B5,TINF22B6




Personen:


Hock, Jürgen


Hock, Jürgen
TINF22B1
TINF22B3
TINF22B2
TINF22B4
C239
TINF22B5
TINF22B6
 
09:00 -12:15
Explainable AI
erstellt am 10.12.23 06:43, zuletzt geändert am 06.12.24 10:18


Fr 09:00-12:15 wöchentlich
Lehrveranstaltung


Titel:


Explainable AI




Sprache:


Deutsch




Änderungen erlauben:


Technik/Informatik/TINF21




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B3,A263,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Burkart, Nadia


Burkart, Nadia
TINF22B1
TINF22B3
A263
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






10:00
  


 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






11:00
  


 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 






 
 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 
 
 


 
 


 
 


 
 


 
 
 






12:00
  


 
 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 
 
 


 
 


 
 


 
 


 
 
 






 
 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






 
 
 


 
 
12:30 -15:45
Verteilte Systeme
erstellt am 05.12.24 11:46, zuletzt geändert am 08.04.25 11:19


Di 12:30-15:45 wöchentlich
Lehrveranstaltung


Titel:


Verteilte Systeme




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF22






Technik/Informatik






Technik/Informatik/TINF22/TINF22B2




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


TINF22B2




Ressourcen:


TINF22B2,A263
 (Di 12:30)
,XOnline-Veranstaltung
 (Di 11.03.25  12:30,",2025-03-18 08:30:00,2025-03-18 11:45:00,Di,18.03.25,Games (W),Englisch,Technik/Informatik,0,32,"A063 einplanen
http://www.dhbw.de/fileadmin/user/public/SP/Karlsruhe/Informatik/Informationstechnik/T2INF4900.pdf","TINF22B1,TINF22B3,XE-Learning/Moodle,TINF22B2,TINF22B4,TINF22B5,TINF22B6","Berkling, Kay Margarethe",2025-03-18,TINF22B2
"Interaktive Syseteme (aus KI und IS)
erstellt am 29.12.20 17:17, zuletzt geändert am 11.03.25 15:50


Mi 12:30-15:45 wöchentlich
Lehrveranstaltung


Titel:


Interaktive Syseteme (aus KI und IS)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,A265,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Heil, Andreas


Heil, Andreas
TINF22B1
A265
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
12:30 -15:00
angewandtes Projektmanagement (eB&PJM)
erstellt am 24.07.13 02:00, zuletzt geändert am 06.11.24 18:04


Mi 12:30-15:00 wöchentlich
Lehrveranstaltung


Titel:


angewandtes Projektmanagement (eB&PJM)




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


33




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Vetter, Michael


Vetter, Michael
TINF22B1
A262
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






 
 
 


 
 
 
 
 
 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 


 






13:00
  


 
 
 


 
 
 
 
 
 
13:00 -16:15
Bildverarbeitung (aus KI und BV)
erstellt am 29.12.20 17:17, zuletzt geändert am 10.12.24 17:40


Mi 13:00-16:15 wöchentlich
Lehrveranstaltung


Titel:


Bildverarbeitung (aus KI und BV)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,A263,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Wolf, Stefan,Hermann, Max


Wolf, Stefan
Hermann, Max
TINF22B1
A263
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
13:00 -16:15
Robotik 1
erstellt am 29.12.20 17:17, zuletzt geändert am 24.04.25 16:26",2025-02-19 12:30:00,2025-02-19 15:45:00,Mi,19.02.25,Interaktive Syseteme (aus KI und IS),,,,,,,,2025-02-19,TINF22B2
"Software Engineering II
erstellt am 05.12.24 14:30, zuletzt geändert am 05.12.24 15:12


Di 08:30-11:45 Alle 2 Wochen
Lehrveranstaltung


Titel:


Software Engineering II




Sprache:


Deutsch




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




Ressourcen:


A263,TINF22B2




Personen:


Briem, Lars


Briem, Lars
A263
TINF22B2
 
 
08:30 -11:45
Bildverarbeitung (aus CG und BV)
erstellt am 29.12.20 17:17, zuletzt geändert am 11.04.25 11:06",2025-02-26 08:30:00,2025-02-26 11:45:00,Mi,26.02.25,Software Engineering II,,,,,,,,2025-02-26,TINF22B2
"Lehrveranstaltung


Titel:


Bildverarbeitung (aus CG und BV)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




zuletzt geändert von:


Vollmer, Jürgen




Ressourcen:


TINF22B1,TINF22B2,TINF22B4,C239,TINF22B5,TINF22B6




Personen:


Lausen, Ralph


Lausen, Ralph
TINF22B1
TINF22B2
TINF22B4
C239
TINF22B5
TINF22B6
 
08:30 -11:45
Grundlagen KI (aus KI und BV)
erstellt am 29.12.20 17:17, zuletzt geändert am 10.12.24 17:40


Mi 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Grundlagen KI (aus KI und BV)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,A263,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Blersch, Martin


Blersch, Martin
TINF22B1
A263
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Grundlagen KI (aus KI und IS)
erstellt am 29.12.20 17:17, zuletzt geändert am 04.05.25 19:28


Mi 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Grundlagen KI (aus KI und IS)




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,A265
 (Mi 08:30)
,TINF22B2,TINF22B4,TINF22B5,TINF22B6,XOnline-Veranstaltung
 (Mo 05.05.25  19:30)




Personen:


Münch, David


Münch, David
TINF22B1
A265
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Robotik 2
erstellt am 29.12.20 17:17, zuletzt geändert am 19.02.25 08:01


Mi 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Robotik 2




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B2,TINF22B4,A266,TINF22B5,TINF22B6




Personen:


Dück, Anton


Dück, Anton
TINF22B1
TINF22B2
TINF22B4
A266
TINF22B5
TINF22B6
 
08:30 -11:45
e Business (eB&PJM)
erstellt am 24.07.13 02:00, zuletzt geändert am 13.02.25 13:00",2025-02-26 08:30:00,2025-02-26 11:45:00,Mi,26.02.25,Bildverarbeitung (aus CG und BV),Deutsch,,1,0,reserviert von:,"TINF22B1,TINF22B2,TINF22B4,C239,TINF22B5,TINF22B6","Lausen, Ralph",2025-02-26,TINF22B2
"Lehrveranstaltung


Titel:


e Business (eB&PJM)




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


33




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Hefke, Mark
 (Mi 19.02.25  08:30,",2025-03-05 08:30:00,2025-03-05 11:45:00,Mi,05.03.25,e Business (eB&PJM),Deutsch,Technik/Informatik,0,33,,"TINF22B1,A262,TINF22B2,TINF22B4,TINF22B5,TINF22B6",,2025-03-05,TINF22B2
"Einführung in Rust
erstellt am 06.12.23 17:30, zuletzt geändert am 19.12.24 19:46


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Einführung in Rust




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik/TINF22/TINF22B3




Gepl. Vorlesungsstunden:


33




Planungsnotiz:






reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B1,A264,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Schmitt-Lechner, Tobias


Schmitt-Lechner, Tobias
TINF22B3
TINF22B1
A264
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Forensik
erstellt am 11.12.14 14:36, zuletzt geändert am 20.02.25 22:51",2025-02-28 08:30:00,2025-02-28 11:45:00,Fr,28.02.25,Einführung in Rust,,,,,,,,2025-02-28,TINF22B2
"Lehrveranstaltung


Titel:


Forensik




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


20




Änderungen erlauben:


Technik/Informatik/TINF22/TINF22B3




Gepl. Vorlesungsstunden:


33




Planungsnotiz:






reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B1,TINF22B2,TINF22B4,F180_2
 (Fr 11.04.25  08:30)
,TINF22B5,TINF22B6,A165
 (Fr 07.03.25  08:30,",2025-02-21 08:30:00,2025-02-21 11:45:00,Fr,21.02.25,Forensik,Deutsch,Technik/Informatik,20,33,reserviert von:,,,2025-02-21,TINF22B2
"Games (W)
erstellt am 24.07.13 02:00, zuletzt geändert am 05.03.25 09:29


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Games (W)




Sprache:


Englisch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Änderungen erlauben:


Technik/Informatik/TINF22






Technik/Informatik/TINF22/TINF22B6




Gepl. Vorlesungsstunden:


32




Planungsnotiz:


A063 einplanen
http://www.dhbw.de/fileadmin/user/public/SP/Karlsruhe/Informatik/Informationstechnik/T2INF4900.pdf




reserviert von:


Freudenmann, Johannes




zuletzt geändert von:


Li, Nuo




Ressourcen:


TINF22B1,TINF22B3,XE-Learning/Moodle,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Berkling, Kay Margarethe


Berkling, Kay Margarethe
TINF22B1
TINF22B3
XE-Learning/Moodle
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
08:30 -11:45
Management von IT-Infrastrukturen
erstellt am 05.12.24 15:22, zuletzt geändert am 06.12.24 10:20


Fr 08:30-11:45 wöchentlich
Lehrveranstaltung


Titel:


Management von IT-Infrastrukturen




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Änderungen erlauben:


Technik/Informatik






Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Ritterbusch, Sebastian




zuletzt geändert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B3,TINF22B2,TINF22B4,TINF22B5,TINF22B6,E309




Personen:


Göttler, Matthias


Göttler, Matthias
TINF22B1
TINF22B3
TINF22B2
TINF22B4
TINF22B5
TINF22B6
E309
 
08:30 -11:45
Psychologische Grundlagen für Informatiker (W)
erstellt am 10.12.14 09:56, zuletzt geändert am 30.04.25 13:28",2025-02-28 08:30:00,2025-02-28 11:45:00,Fr,28.02.25,Games (W),,,,,,,,2025-02-28,TINF22B2
