M_nr,Kurs,Geschlecht,Vegetarier,Obst,Salat,Nachschlag,Mensa_Wahrscheinlichkeit
11541,KA-TSST23B2-PT,w,True,0.3032141067395814,0.6967858932604185,0.0,0.77
11542,KA-TSST23B2-PT,m,False,0.7978875934756732,0.20211240652432674,0.25,0.91
11543,KA-TSST23B2-PT,w,False,0.6203526423553566,0.37964735764464336,0.17,0.69
11544,KA-TSST23B2-PT,w,False,0.8153458253866686,0.18465417461333142,0.04,0.79
11545,KA-TSST23B2-PT,m,False,0.38890506753634724,0.6110949324636528,0.37,0.85
11546,KA-TSST23B2-PT,w,False,0.5531228552405921,0.4468771447594078,0.16,0.72
11547,KA-TSST23B2-PT,w,False,0.4416010113801327,0.5583989886198673,0.44,0.73
11548,KA-TSST23B2-PT,m,True,0.23729515702576037,0.7627048429742396,0.09,0.68
11549,KA-TSST23B2-PT,w,True,0.5738168236301734,0.4261831763698265,0.15,0.83
11550,KA-TSST23B2-PT,w,False,0.21004088537237783,0.7899591146276221,0.16,0.7
11551,KA-TSST23B2-PT,w,True,0.08908998056318353,0.9109100194368164,0.23,0.82
11552,KA-TSST23B2-PT,w,False,0.8088860608971989,0.19111393910280114,0.27,0.71
11553,KA-TSST23B2-PT,w,False,0.7168516961192061,0.28314830388079404,0.06,0.67
11554,KA-TSST23B2-PT,w,True,0.9690364809959485,0.03096351900405142,0.16,0.64
11555,KA-TSST23B2-PT,m,False,0.8289170485262141,0.17108295147378597,0.24,0.85
11556,KA-TSST23B2-PT,m,False,0.1746022123488512,0.8253977876511488,0.22,0.78
11557,KA-TSST23B2-PT,m,False,0.01859674783556495,0.981403252164435,0.18,0.97
11558,KA-TSST23B2-PT,w,False,0.3946995571233592,0.6053004428766408,0.24,0.58
11559,KA-TSST23B2-PT,m,False,0.2634143419010966,0.7365856580989035,0.32,0.78
11560,KA-TSST23B2-PT,m,False,0.9547897459145344,0.04521025408546574,0.36,0.82
11561,KA-TSST23B2-VT,w,False,0.6304984653996728,0.36950153460032714,0.04,0.63
11562,KA-TSST23B2-VT,m,False,0.47933206333057166,0.5206679366694282,0.33,0.87
11563,KA-TSST23B2-VT,w,False,0.5460982529146823,0.45390174708531755,0.0,0.57
11564,KA-TSST23B2-VT,m,True,0.6415084753819458,0.3584915246180541,0.16,0.79
11565,KA-TSST23B2-VT,w,False,0.33645830118928494,0.6635416988107151,0.18,0.65
11566,KA-TSST23B2-VT,m,False,0.3616539786698799,0.6383460213301201,0.36,0.95
11567,KA-TSST23B2-VT,m,False,0.19260012636522225,0.8073998736347778,0.54,0.82
11568,KA-TSST23B2-VT,m,False,0.7508606404584671,0.24913935954153305,0.13,0.66
11569,KA-TSST23B2-VT,m,False,0.5693747981611307,0.4306252018388693,0.2,0.87
11570,KA-TSST23B2-VT,m,False,0.586625349424939,0.41337465057506095,0.31,0.93
11571,KA-TSST23B2-VT,w,False,0.6103288660165994,0.38967113398340053,0.0,0.83
11572,KA-TSST23B2-VT,w,False,0.293126809994115,0.706873190005885,0.19,0.75
11573,KA-TSST23B2-VT,m,True,0.39898453626047514,0.601015463739525,0.13,0.99
11574,KA-TSST23B2-VT,m,False,0.5502073954814917,0.4497926045185082,0.14,0.91
11575,KA-TSST23B2-VT,w,False,0.0651337239217802,0.9348662760782198,0.16,0.71
11576,KA-TSST23B2-VT,m,True,0.1206514613400199,0.8793485386599802,0.16,0.97
11577,KA-TSST23B2-VT,m,True,0.23749800834124904,0.7625019916587509,0.17,0.9
11578,KA-TSST23B2-VT,m,False,0.7526986364645779,0.24730136353542206,0.34,0.75
11579,KA-TSST23B2-VT,w,False,0.41777748552831134,0.5822225144716886,0.31,0.68
11580,KA-TSST23B2-VT,m,False,0.40768051744122824,0.5923194825587718,0.54,0.77
11581,KA-TSST23B2-VT,m,False,0.833988234923595,0.16601176507640503,0.44,0.62
11582,KA-TSST23B2-VT,w,False,0.27698250448072587,0.7230174955192741,0.15,0.74
11583,KA-TSST23B2-VT,w,False,0.7087573773161702,0.29124262268382983,0.0,0.75
11584,KA-TSST23B2-VT,m,True,0.9140967549512368,0.08590324504876322,0.32,0.83
11585,KA-TSST23B2-VT,m,False,0.031183863328615974,0.9688161366713841,0.38,0.92
11586,KA-TSST23B2-VT,w,False,0.9734507095220265,0.026549290477973466,0.23,0.64
11587,KA-TSST23B2-VT,w,False,0.00967989039971548,0.9903201096002845,0.17,0.8
11588,KA-TSST23B2-VT,m,False,0.6018417578414347,0.3981582421585653,0.25,0.69
11589,KA-TSST23B2-VT,m,False,0.9968002977685244,0.0031997022314755037,0.31,0.98
11590,KA-TSST23B2-VT,m,False,0.3433761984187427,0.6566238015812572,0.15,0.84
11591,KA-TSST23B2-VT,m,False,0.3941900730396183,0.6058099269603818,0.2,0.76
11592,KA-TSST23B2-VT,m,False,0.736829295108834,0.26317070489116595,0.14,0.69
11593,KA-TSST23B2-VT,m,False,0.13688798615432027,0.8631120138456797,0.23,1.0
11594,KA-TSST23B2-VT,m,True,0.7803648979673337,0.2196351020326663,0.22,0.97
11595,KA-TSST24B1,w,True,0.19876607557884043,0.8012339244211595,0.18,0.72
11596,KA-TSST24B1,m,False,0.8709913681248006,0.12900863187519937,0.44,0.81
11597,KA-TSST24B1,m,False,0.9983123454646771,0.0016876545353228592,0.46,0.94
11598,KA-TSST24B1,m,False,0.45920593088100137,0.5407940691189986,0.3,0.83
11599,KA-TSST24B1,w,False,0.2880896256894723,0.7119103743105277,0.1,0.78
11600,KA-TSST24B1,m,True,0.793577813510093,0.20642218648990693,0.32,0.79
11601,KA-TSST24B1,m,False,0.104368425534005,0.895631574465995,0.33,0.78
11602,KA-TSST24B1,w,False,0.6731367093786998,0.3268632906213002,0.06,0.75
11603,KA-TSST24B1,m,False,0.0871913662857489,0.912808633714251,0.47,0.83
11604,KA-TSST24B1,w,False,0.5711290850673254,0.4288709149326747,0.32,0.61
11605,KA-TSST24B1,w,False,0.3188870820730242,0.6811129179269758,0.02,0.88
11606,KA-TSST24B1,m,False,0.7230140225890792,0.2769859774109208,0.37,0.81
11607,KA-TSST24B1,w,False,0.289383952097667,0.710616047902333,0.2,0.75
11608,KA-TSST24B1,m,True,0.574272628683222,0.42572737131677796,0.5,0.86
11609,KA-TSST24B1,w,False,0.7462982855937859,0.2537017144062142,0.18,0.71
11610,KA-TSST24B1,w,False,0.26034433477847124,0.7396556652215287,0.21,0.81
11611,KA-TSST24B1,m,False,0.9562230223302116,0.04377697766978839,0.2,1.0
11612,KA-TSST24B1,m,False,0.2058098163039314,0.7941901836960685,0.3,1.0
11613,KA-TSST24B1,m,True,0.42478024770153894,0.5752197522984612,0.44,0.73
11614,KA-TSST24B1,m,True,0.2491010598031602,0.7508989401968399,0.3,0.9
11615,KA-TSST24B1,m,False,0.26714214748766757,0.7328578525123325,0.27,0.87
11616,KA-TSST24B1,w,False,0.6796568731133986,0.3203431268866013,0.09,0.63
11617,KA-TSST24B1,m,False,0.09858118106796718,0.9014188189320328,0.32,0.9
11618,KA-TSST24B1,m,False,0.7841851647481085,0.2158148352518915,0.37,0.8
11619,KA-TSST24B1,w,False,0.8878972302145524,0.1121027697854477,0.15,0.59
11620,KA-TSST24B1,m,True,0.6482090757940084,0.3517909242059915,0.3,0.9
11621,KA-TSST24B1,w,False,0.5048685852259409,0.49513141477405925,0.19,0.81
11622,KA-TSST24B1,w,False,0.30231610509046924,0.6976838949095308,0.09,0.86
11623,KA-TSST24B1,m,False,0.16144338002835362,0.8385566199716464,0.26,0.71
11624,KA-TSST24B1,w,True,0.40784124076050027,0.5921587592394998,0.05,0.78
11625,KA-TSST24B1,w,False,0.2873042221643405,0.7126957778356595,0.18,0.83
11626,KA-TSST24B1,w,True,0.9510675070537644,0.04893249294623556,0.07,0.62
11627,KA-TSST24B1,w,False,0.3698986080860262,0.6301013919139739,0.13,0.71
11628,KA-TSST24B2,w,False,0.7479866903662049,0.25201330963379515,0.22,0.68
11629,KA-TSST24B2,w,False,0.8937004507934174,0.10629954920658269,0.08,0.85
11630,KA-TSST24B2,m,False,0.7959908981885623,0.2040091018114378,0.32,1.0
11631,KA-TSST24B2,w,False,0.9697563307085822,0.030243669291417804,0.2,0.8
11632,KA-TSST24B2,w,False,0.5489039278996605,0.45109607210033953,0.05,0.85
11633,KA-TSST24B2,m,False,0.41442842419817705,0.5855715758018231,0.21,0.88
11634,KA-TSST24B2,w,False,0.03870160864295218,0.9612983913570479,0.13,0.69
11635,KA-TSST24B2,w,False,0.7238253920179306,0.2761746079820694,0.13,0.64
11636,KA-TSST24B2,w,False,0.5657338629625782,0.43426613703742173,0.11,0.88
11637,KA-TSST24B2,w,True,0.8839523166537859,0.11604768334621407,0.36,0.75
11638,KA-TSST24B2,w,False,0.8192456902689741,0.18075430973102583,0.45,0.86
11639,KA-TSST24B2,m,True,0.3847618363186783,0.6152381636813217,0.35,0.92
11640,KA-TSST24B2,m,False,0.9819536129496228,0.018046387050377127,0.37,0.74
11641,KA-TSST24B2,w,True,0.8176104823299637,0.18238951767003628,0.05,0.74
11642,KA-TSST24B2,m,False,0.9322876060126841,0.06771239398731577,0.37,0.78
11643,KA-TSST24B2,w,False,0.8016936734951243,0.1983063265048756,0.08,0.97
11644,KA-TSST24B2,w,True,0.14921195086646608,0.850788049133534,0.09,0.87
11645,KA-TSST24B2,w,False,0.5700179988449409,0.4299820011550591,0.04,0.73
11646,KA-TSST24B2,w,False,0.21173462705052462,0.7882653729494754,0.22,0.75
11647,KA-TSST24B2,m,True,0.15335555025125824,0.8466444497487416,0.22,0.7
11648,KA-TSST24B2,w,False,0.7695783169649923,0.23042168303500762,0.23,0.75
11649,KA-TSST24B2,m,False,0.1067404703156156,0.8932595296843845,0.36,1.0
11650,KA-TWIW22B1,m,False,0.7460869730361845,0.25391302696381557,0.28,0.74
11651,KA-TWIW22B1,w,True,0.7334959800354308,0.2665040199645691,0.13,0.64
11652,KA-TWIW22B1,w,False,0.9088349686671283,0.09116503133287178,0.12,0.7
11653,KA-TWIW22B1,m,False,0.43526991668859355,0.5647300833114066,0.15,0.83
11654,KA-TWIW22B1,m,False,0.961942629262891,0.038057370737108916,0.25,0.84
11655,KA-TWIW22B1,w,False,0.8445431736618763,0.15545682633812383,0.14,0.69
11656,KA-TWIW22B1,w,True,0.8077941602273985,0.19220583977260158,0.3,0.77
11657,KA-TWIW22B1,w,False,0.5719192452516435,0.4280807547483565,0.12,0.67
11658,KA-TWIW22B1,w,True,0.832951576967606,0.16704842303239392,0.1,0.73
11659,KA-TWIW22B1,m,True,0.8584836564352827,0.14151634356471737,0.42,0.9
11660,KA-TWIW22B1,m,False,0.2316139623664321,0.7683860376335679,0.23,0.72
11661,KA-TWIW22B1,m,True,0.24276334891224696,0.7572366510877531,0.23,0.94
11662,KA-TWIW22B1,w,False,0.6623075081619927,0.33769249183800737,0.17,0.71
11663,KA-TWIW22B1,m,False,0.40280134485639835,0.5971986551436017,0.43,0.97
11664,KA-TWIW22B1,m,True,0.6705139748543092,0.3294860251456908,0.28,0.78
11665,KA-TWIW22B1,w,False,0.6931492262512662,0.30685077374873376,0.0,0.76
11666,KA-TWIW22B1,m,False,0.5473776718759932,0.4526223281240067,0.4,0.85
11667,KA-TWIW22B1,w,False,0.6906592930387077,0.3093407069612924,0.01,0.9
11668,KA-TWIW22B1,m,False,0.7443464738940488,0.25565352610595105,0.24,0.91
11669,KA-TWIW22B1,w,True,0.7254188225086672,0.2745811774913329,0.16,0.86
11670,KA-TWIW22B1,w,True,0.6315155002018896,0.36848449979811027,0.12,0.62
11671,KA-TWIW22B1,m,False,0.27082754550933036,0.7291724544906696,0.4,0.88
11672,KA-TWIW22B1,w,False,0.34123770309226625,0.6587622969077336,0.34,0.74
11673,KA-TWIW22B1,w,True,0.8982112364518403,0.10178876354815977,0.13,0.72
11674,KA-TWIW22B1,w,False,0.41039211185896113,0.5896078881410389,0.14,0.69
11675,KA-TWIW22B1,m,True,0.3116458348492665,0.6883541651507334,0.34,0.75
11676,KA-TWIW22B1,w,False,0.15246062338807995,0.84753937661192,0.15,0.97
11677,KA-TWIW22B1,w,False,0.9453935342304373,0.05460646576956273,0.25,0.7
11678,KA-TWIW22B1,w,False,0.4920543464573554,0.5079456535426446,0.03,0.7
11679,KA-TWIW22B1,w,False,0.8159217538616758,0.18407824613832433,0.09,0.93
11680,KA-TWIW22B1,m,False,0.96902598483407,0.030974015165930104,0.43,0.92
11681,KA-TWIW22B2,w,False,0.34663217040342736,0.6533678295965726,0.12,0.85
11682,KA-TWIW22B2,m,True,0.3041992257902201,0.6958007742097799,0.31,1.0
11683,KA-TWIW22B2,m,False,0.499903542373806,0.500096457626194,0.38,1.0
11684,KA-TWIW22B2,w,False,0.5610116488787082,0.4389883511212916,0.13,0.71
11685,KA-TWIW22B2,w,False,0.6532676863994038,0.34673231360059625,0.1,0.83
11686,KA-TWIW22B2,m,False,0.03846020080668318,0.9615397991933169,0.46,0.91
11687,KA-TWIW22B2,m,False,0.572100141622417,0.42789985837758304,0.26,0.93
11688,KA-TWIW22B2,m,False,0.449518552172991,0.550481447827009,0.23,0.81
11689,KA-TWIW22B2,m,False,0.46698661455289175,0.5330133854471082,0.54,0.76
11690,KA-TWIW22B2,w,False,0.11434107239631715,0.8856589276036828,0.22,0.73
11691,KA-TWIW22B2,m,False,0.9954857078510737,0.00451429214892634,0.24,0.84
11692,KA-TWIW22B2,m,False,0.7793048773220004,0.22069512267799946,0.21,1.0
11693,KA-TWIW22B2,w,False,0.7350250601920931,0.2649749398079069,0.32,0.73
11694,KA-TWIW22B2,m,False,0.01959073692128518,0.9804092630787148,0.37,0.8
11695,KA-TWIW22B2,w,False,0.2639477258780012,0.7360522741219987,0.23,0.67
11696,KA-TWIW22B2,w,False,0.27801892056540445,0.7219810794345956,0.3,0.51
11697,KA-TWIW22B2,w,False,0.9059442126346444,0.09405578736535555,0.19,0.61
11698,KA-TWIW22B2,w,False,0.27669385142563224,0.7233061485743677,0.08,0.64
11699,KA-TWIW22B2,m,False,0.9457615637201229,0.05423843627987715,0.12,0.89
11700,KA-TWIW22B2,w,False,0.8403841805168689,0.1596158194831312,0.05,0.79
11701,KA-TWIW22B2,w,False,0.7897601363780528,0.2102398636219472,0.22,0.77
11702,KA-TWIW22B2,w,False,0.5196899990870373,0.4803100009129626,0.1,0.86
11703,KA-TWIW22B2,m,False,0.060926519418528675,0.9390734805814713,0.49,0.89
11704,KA-TWIW22B2,w,False,0.8791468888854962,0.1208531111145039,0.37,0.63
11705,KA-TWIW22B2,w,False,0.16673522253055045,0.8332647774694497,0.19,0.93
11706,KA-TWIW22B2,m,False,0.5132450286187868,0.48675497138121315,0.35,0.81
11707,KA-TWIW23B1,m,False,0.2710028979531214,0.7289971020468787,0.29,1.0
11708,KA-TWIW23B1,m,False,0.2130290841116152,0.7869709158883847,0.27,1.0
11709,KA-TWIW23B1,w,False,0.30852241297850846,0.6914775870214915,0.28,0.92
11710,KA-TWIW23B1,m,False,0.843448786719367,0.15655121328063293,0.13,1.0
11711,KA-TWIW23B1,w,False,0.684610762537103,0.315389237462897,0.29,0.75
11712,KA-TWIW23B1,m,True,0.5443000486834001,0.4556999513165999,0.4,0.77
11713,KA-TWIW23B1,w,False,0.20457711694147618,0.7954228830585238,0.12,0.68
11714,KA-TWIW23B1,m,False,0.9451403048827134,0.0548596951172866,0.18,0.89
11715,KA-TWIW23B1,m,False,0.6584062457542008,0.3415937542457992,0.36,0.86
11716,KA-TWIW23B1,w,True,0.1093427309390112,0.8906572690609889,0.26,0.69
11717,KA-TWIW23B1,m,False,0.5936854530033926,0.4063145469966074,0.42,0.78
11718,KA-TWIW23B1,w,False,0.42058977677396653,0.5794102232260335,0.26,0.77
11719,KA-TWIW23B1,m,False,0.839204660982906,0.16079533901709397,0.43,0.78
11720,KA-TWIW23B1,w,True,0.43966956361786713,0.5603304363821329,0.16,0.94
11721,KA-TWIW23B1,m,False,0.7348478041471307,0.2651521958528693,0.32,0.87
11722,KA-TWIW23B1,m,False,0.048814906243612934,0.951185093756387,0.27,0.8
11723,KA-TWIW23B1,w,False,0.22563672740119223,0.7743632725988078,0.29,0.74
11724,KA-TWIW23B1,w,True,0.38620100189715734,0.6137989981028427,0.13,0.59
11725,KA-TWIW23B1,m,False,0.49015583421457676,0.5098441657854232,0.25,0.75
11726,KA-TWIW23B1,m,False,0.6772478711566567,0.32275212884334314,0.09,0.86
11727,KA-TWIW23B1,w,False,0.5896232824090238,0.4103767175909762,0.06,0.94
11728,KA-TWIW23B1,m,False,0.8176445642650912,0.1823554357349088,0.27,0.74
11729,KA-TWIW23B1,m,True,0.06834741221744525,0.9316525877825547,0.25,0.8
11730,KA-TWIW24B1,w,False,0.9833650128149115,0.016634987185088334,0.14,0.71
11731,KA-TWIW24B1,w,False,0.5182202046983638,0.48177979530163617,0.16,0.9
11732,KA-TWIW24B1,w,False,0.9506439615156446,0.049356038484355505,0.09,0.81
11733,KA-TWIW24B1,w,False,0.17741780079165925,0.8225821992083409,0.12,0.74
11734,KA-TWIW24B1,m,False,0.542378689289581,0.45762131071041906,0.4,0.89
11735,KA-TWIW24B1,m,True,0.7863567592865007,0.2136432407134992,0.31,0.84
11736,KA-TWIW24B1,m,False,0.8471284023767109,0.15287159762328917,0.45,0.82
11737,KA-TWIW24B1,w,False,0.18831054220623114,0.8116894577937689,0.31,0.85
11738,KA-TWIW24B1,w,False,0.3697747170737664,0.6302252829262336,0.29,0.68
11739,KA-TWIW24B1,w,True,0.8243000002831694,0.1756999997168307,0.19,0.72
11740,KA-TWIW24B1,w,False,0.3632530578097105,0.6367469421902895,0.05,0.7
11741,KA-TWIW24B1,m,False,0.17827868572384128,0.8217213142761587,0.29,1.0
11742,KA-TWIW24B1,w,False,0.4225433042948693,0.5774566957051307,0.01,0.73
11743,KA-TWIW24B1,w,False,0.6934670281724976,0.30653297182750233,0.41,0.8
11744,KA-TWIW24B1,w,False,0.09170362944246033,0.9082963705575396,0.3,0.8
11745,KA-TWIW24B1,m,False,0.8496095594218716,0.15039044057812836,0.28,0.99
11746,KA-TWIW24B1,m,False,0.5487935584090199,0.4512064415909803,0.43,0.86
11747,KA-TWIW24B1,m,False,0.705844537569211,0.294155462430789,0.07,0.75
11748,KA-TWIW24B1,w,False,0.9873074605105957,0.012692539489404355,0.11,0.59
11749,KA-TWIW24B1,w,True,0.5965519082839699,0.40344809171603024,0.0,0.7
11750,KA-TWIW24B1,w,True,0.4537432046292809,0.546256795370719,0.17,0.71
11751,KA-TWIW24B1,w,False,0.5211453002898481,0.478854699710152,0.13,0.81
11752,KA-TWIW24B1,w,False,0.9401886817452003,0.059811318254799746,0.18,0.61
11753,KA-TWIW24B1,m,False,0.285906690587265,0.714093309412735,0.38,0.93
11754,KA-TWIW24B1,w,False,0.881721264864792,0.11827873513520813,0.1,0.82
11755,KA-TWIW24B1,m,False,0.06077959215767133,0.9392204078423287,0.21,1.0
11756,KA-TWIW24B1,w,True,0.08638577324227545,0.9136142267577246,0.06,0.64
11757,KA-TWIW24B1,m,False,0.5067934954584937,0.49320650454150644,0.35,0.99
11758,KA-TWIW24B2,m,True,0.46924087422256205,0.530759125777438,0.45,0.72
11759,KA-TWIW24B2,m,False,0.8657033015795905,0.13429669842040945,0.29,0.83
11760,KA-TWIW24B2,m,True,0.03925405719258322,0.9607459428074168,0.3,0.78
11761,KA-TWIW24B2,m,False,0.6382038376427537,0.3617961623572465,0.34,0.76
11762,KA-TWIW24B2,w,False,0.46028785694458374,0.5397121430554163,0.34,0.77
11763,KA-TWIW24B2,w,False,0.8591128101099023,0.14088718989009788,0.06,0.86
11764,KA-TWIW24B2,m,False,0.194476011929998,0.8055239880700021,0.35,0.96
11765,KA-TWIW24B2,w,False,0.6845081244885277,0.31549187551147223,0.15,0.63
11766,KA-TWIW24B2,m,False,0.1533660216139498,0.8466339783860504,0.53,0.96
11767,KA-TWIW24B2,w,False,0.5208677726406551,0.4791322273593449,0.23,0.77
11768,KA-TWIW24B2,m,False,0.0265982199569581,0.9734017800430418,0.07,1.0
11769,KA-TWIW24B2,w,False,0.44858733337295076,0.5514126666270492,0.22,0.73
11770,KA-TWIW24B2,m,False,0.2306093291043449,0.769390670895655,0.18,0.92
11771,KA-TWIW24B2,m,False,0.35480722766053047,0.6451927723394695,0.17,0.85
11772,KA-TWIW24B2,m,False,0.2742515024122784,0.7257484975877216,0.28,0.87
11773,KA-TWIW24B2,w,True,0.5903840445856698,0.4096159554143302,0.17,0.65
11774,KA-TWIW24B2,w,False,0.9678522920377175,0.03214770796228253,0.09,0.63
11775,KA-TWIW24B2,m,False,0.8542351669326846,0.1457648330673154,0.24,0.76
11776,KA-TWIW24B2,w,False,0.32013580258439106,0.679864197415609,0.15,0.68
11777,KA-TWIW24B2,m,False,0.7125837584137745,0.2874162415862254,0.44,0.99
11778,KA-TWIW24B2,w,True,0.7303718619365338,0.2696281380634662,0.25,0.67
11779,KA-TWIW24B2,m,False,0.1450556276853568,0.8549443723146432,0.17,0.78
11780,KA-WBK22B2,m,False,0.9371144981190734,0.0628855018809265,0.42,0.81
11781,KA-WBK22B2,w,False,0.8899484056213235,0.1100515943786765,0.0,0.73
11782,KA-WBK22B2,m,False,0.3071872739851654,0.6928127260148347,0.37,0.82
11783,KA-WBK22B2,w,False,0.10980049352108605,0.890199506478914,0.16,0.71
11784,KA-WBK22B2,w,False,0.02790661811781899,0.9720933818821811,0.04,0.79
11785,KA-WBK22B2,w,False,0.110799931978457,0.889200068021543,0.3,0.83
11786,KA-WBK22B2,m,False,0.6740930622314838,0.32590693776851626,0.43,0.54
11787,KA-WBK22B2,m,False,0.8150700972372366,0.18492990276276333,0.28,0.94
11788,KA-WBK22B2,m,True,0.8317617036280508,0.16823829637194937,0.19,0.76
11789,KA-WBK22B2,m,False,0.9027641791412514,0.09723582085874855,0.24,0.92
11790,KA-WBK22B2,m,False,0.3225281797511492,0.6774718202488507,0.48,0.81
11791,KA-WBK22B2,m,False,0.28148661193081714,0.7185133880691829,0.2,0.8
11792,KA-WBK22B2,w,False,0.9297382312642192,0.07026176873578069,0.11,0.6
11793,KA-WBK22B2,m,False,0.22362517120931535,0.7763748287906846,0.34,0.74
11794,KA-WBK22B2,w,False,0.10301750606787757,0.8969824939321225,0.0,0.72
11795,KA-WBK22B2,m,False,0.7222563513236154,0.2777436486763846,0.3,0.99
11796,KA-WBK22B2,m,False,0.24390821630782344,0.7560917836921764,0.2,1.0
11797,KA-WBK22B2,w,False,0.5017896450533053,0.49821035494669474,0.09,0.66
11798,KA-WBK22B2,w,False,0.4792510519105756,0.5207489480894245,0.16,0.64
11799,KA-WBK22B2,w,False,0.09276867581721934,0.9072313241827807,0.34,0.59
11800,KA-WBK22B2,m,True,0.1509864577218681,0.8490135422781319,0.33,0.95
11801,KA-WBK22B2,w,False,0.8384621594142012,0.16153784058579876,0.22,0.59
11802,KA-WBK22B2,w,False,0.1427947296039963,0.8572052703960037,0.31,0.7
11803,KA-WBK22B2,w,True,0.10184351454870469,0.8981564854512952,0.07,0.79
11804,KA-WBK23B1,w,False,0.717949755675424,0.28205024432457604,0.34,0.79
11805,KA-WBK23B1,m,False,0.011647813691450168,0.9883521863085498,0.29,0.88
11806,KA-WBK23B1,w,False,0.7581423448831255,0.24185765511687465,0.07,0.64
11807,KA-WBK23B1,w,False,0.33719178026919655,0.6628082197308035,0.26,0.63
11808,KA-WBK23B1,w,False,0.29903436022357544,0.7009656397764247,0.12,0.77
11809,KA-WBK23B1,m,True,0.046522611619022054,0.9534773883809778,0.2,0.86
11810,KA-WBK23B1,w,False,0.32603102273151674,0.6739689772684833,0.24,0.71
11811,KA-WBK23B1,w,True,0.21021585545025837,0.7897841445497416,0.1,0.84
11812,KA-WBK23B1,w,False,0.10208025255173783,0.8979197474482622,0.2,0.64
11813,KA-WBK23B1,w,False,0.006498515313955786,0.993501484686044,0.29,0.56
11814,KA-WBK23B1,w,False,0.5526416506930103,0.4473583493069896,0.44,0.81
11815,KA-WBK23B1,w,False,0.7441938023956566,0.2558061976043434,0.05,0.56
11816,KA-WBK23B1,w,False,0.4309176537367054,0.5690823462632947,0.23,0.61
11817,KA-WBK23B1,m,False,0.7584318810916483,0.24156811890835184,0.28,0.96
11818,KA-WBK23B1,m,False,8.428507457886554e-05,0.9999157149254211,0.27,0.84
11819,KA-WBK23B1,w,False,0.454714108937811,0.545285891062189,0.1,0.68
11820,KA-WBK23B1,m,False,0.6521167760963998,0.3478832239036003,0.34,0.98
11821,KA-WBK23B1,m,False,0.5731528450156304,0.4268471549843696,0.3,0.75
11822,KA-WBK23B1,w,True,0.12493307985955533,0.8750669201404447,0.19,0.72
11823,KA-WBK23B1,m,False,0.49986212721658263,0.5001378727834174,0.09,0.95
11824,KA-WBK23B1,m,False,0.5446802981606609,0.4553197018393391,0.29,0.98
11825,KA-WBK23B1,m,False,0.7565561852927088,0.24344381470729115,0.22,0.74
11826,KA-WBK23B2,w,False,0.7383940742848738,0.26160592571512614,0.17,0.81
11827,KA-WBK23B2,m,False,0.3070550940451734,0.6929449059548267,0.3,0.77
11828,KA-WBK23B2,m,False,0.9901039422336296,0.00989605776637028,0.28,0.85
11829,KA-WBK23B2,m,False,0.9808378457167247,0.019162154283275258,0.38,0.89
11830,KA-WBK23B2,w,False,0.287901629006715,0.712098370993285,0.25,0.65
11831,KA-WBK23B2,m,False,0.0108728056364186,0.9891271943635813,0.26,0.79
11832,KA-WBK23B2,m,False,0.07513451297766376,0.9248654870223363,0.3,0.86
11833,KA-WBK23B2,w,False,0.1919785784899203,0.8080214215100797,0.3,0.88
11834,KA-WBK23B2,m,False,0.4463542457835295,0.5536457542164704,0.32,0.64
11835,KA-WBK23B2,m,False,0.1073847863307212,0.8926152136692788,0.39,0.93
11836,KA-WBK23B2,m,False,0.592628397043889,0.40737160295611097,0.28,0.93
11837,KA-WBK23B2,w,True,0.09261455643685908,0.907385443563141,0.18,0.6
11838,KA-WBK23B2,w,False,0.17745449753360976,0.8225455024663902,0.29,0.71
11839,KA-WBK23B2,m,False,0.9504164014190954,0.04958359858090439,0.08,1.0
11840,KA-WBK23B2,m,True,0.768633667022708,0.23136633297729206,0.45,0.91
11841,KA-WBK23B2,m,False,0.6998735184531636,0.3001264815468364,0.37,0.81
11842,KA-WBK23B2,w,False,0.5559504266941963,0.4440495733058038,0.12,0.83
11843,KA-WBK23B2,m,False,0.12355748222122472,0.8764425177787752,0.18,0.75
11844,KA-WBK23B2,w,False,0.5880534564503426,0.4119465435496575,0.18,0.84
11845,KA-WBK23B2,m,True,0.976560512370175,0.023439487629824923,0.35,0.77
11846,KA-WBK23B2,w,True,0.3070907617634597,0.6929092382365403,0.03,0.45
11847,KA-WBK23B2,m,True,0.5212021531646761,0.47879784683532384,0.33,0.84
11848,KA-WBK23B2,w,True,0.4188675552994549,0.5811324447005451,0.27,1.0
11849,KA-WBK23B2,w,False,0.4290109253685812,0.5709890746314188,0.15,0.72
11850,KA-WBK23B2,w,False,0.7998740789564517,0.20012592104354834,0.1,0.78
11851,KA-WBK23B2,m,False,0.9750989481185772,0.02490105188142277,0.28,0.77
11852,KA-WBK24B1,w,False,0.7399370637273291,0.26006293627267085,0.14,0.72
11853,KA-WBK24B1,w,False,0.8362208092232695,0.16377919077673064,0.21,0.96
11854,KA-WBK24B1,w,False,0.28192524614733105,0.718074753852669,0.15,0.88
11855,KA-WBK24B1,w,True,0.6408955700676351,0.359104429932365,0.16,0.96
11856,KA-WBK24B1,w,False,0.7350897646849701,0.2649102353150299,0.03,0.8
11857,KA-WBK24B1,w,False,0.5090996295514874,0.49090037044851265,0.11,0.84
11858,KA-WBK24B1,m,False,0.7964415618452542,0.203558438154746,0.2,0.77
